INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (1,'Alice da Silva','86739605','78057358035','F','1997-9-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4433,'Sarah Carvalho','64838228','97292829317','F','1983-7-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4434,'Sarah Araujo','69478080','35060336013','F','1962-5-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4435,'Sarah Cardoso','75288040','99824048713','F','1982-8-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4436,'Sarah Teixeira','56063412','2762332084','F','1969-9-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4437,'Sarah Marques','68418741','39702695887','F','1997-9-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4438,'Sarah do Nascimento','62451462','92996936016','F','1967-2-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4439,'Sarah Almeida','36596229','10960076559','F','1987-6-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4440,'Sarah Ramos','18726014','97149230595','F','1998-4-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4441,'Sarah Machado','75049458','72251600796','F','1975-8-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4442,'Sarah Rocha','57050845','60859270283','F','1974-1-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4443,'Sarah Nascimento','88699920','85239746704','F','2000-11-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4444,'Sarah de Araujo','72211322','2996630780','F','1991-3-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4445,'Sarah da Conceiçao','76865788','16444481627','F','1960-1-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4446,'Sarah Bezerra','53797135','39061235449','F','2004-1-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4447,'Sarah Sousa','49841789','18002275320','F','1977-3-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4448,'Sarah Borges','69592015','67263476640','F','1987-4-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4449,'Sarah Santana','80469806','81146487754','F','1995-6-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4450,'Sarah de Carvalho','90876244','75446153317','F','1987-10-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4451,'Sarah Aparecido','10475599','84463936753','F','1983-4-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4452,'Sarah Pinto','82803212','67007209100','F','1980-1-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4453,'Sarah Pinheiro','61129803','76287218119','F','1985-2-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4454,'Sarah Monteiro','57923127','25449404742','F','1974-1-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4455,'Sarah Andrade','67431381','32898943573','F','1986-5-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4456,'Sarah Leite','13846123','70123575436','F','1969-10-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4457,'Sarah Correa','45405788','41645943044','F','1992-9-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4458,'Sarah Nogueira','28635956','74398194381','F','1967-6-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4459,'Sarah Garcia','67339613','96371202861','F','1979-7-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4460,'Sarah de Freitas','29661650','77049686236','F','1991-6-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4461,'Sarah Henrique','28231352','19981323514','F','1984-11-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4462,'Sarah Tavares','55129398','76672865082','F','1968-9-25');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4463,'Sarah Coelho','92393293','11846172723','F','1996-5-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4464,'Sarah Pires','82754391','60854013159','F','1976-3-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4465,'Sarah de Paula','2378864','12920275576','F','1995-9-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4466,'Sarah Correia','2993841','72404889026','F','1965-4-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4467,'Sarah Miranda','77307143','73094542855','F','1977-7-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4468,'Sarah de Jesus','33509902','2896752609','F','1964-4-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4469,'Sarah Duarte','42662241','38120130240','F','2003-12-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4470,'Sarah Freitas','7045892','1800914348','F','1992-7-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4471,'Sarah Barros','55635808','41668986431','F','1963-4-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4472,'Sarah de Andrade','7710674','45438845088','F','1983-1-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4473,'Sarah Campos','7814798','53065314698','F','1987-10-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4474,'Sarah Sántos','66243214','99391402015','F','1978-11-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4475,'Sarah de Melo','17866854','53283737868','F','1995-9-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4476,'Sarah da Cruz','86800985','71102771149','F','1982-9-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4477,'Sarah Reis','90917932','17323534612','F','1993-2-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4478,'Sarah Guimaraes','22418821','56973709918','F','1988-2-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4479,'Sarah Moraes','24905202','35401705085','F','1980-5-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4480,'Sarah do Carmo','32653847','85876755488','F','1991-7-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4481,'Sarah dos Reis','19909254','21761972667','F','1973-12-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4482,'Sarah Viana','96585937','29282335157','F','1976-10-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4483,'Sarah de Castro','33865615','40618967978','F','1988-3-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4484,'Sarah Silveira','39073786','70065767829','F','1995-2-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4485,'Sarah Moura','41250241','73983865468','F','1993-12-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4486,'Sarah Brito','45419855','54262299661','F','1985-1-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4487,'Sarah Neves','10757258','55455934165','F','1961-7-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4488,'Sarah Carneiro','12228419','81709431321','F','1981-10-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4489,'Sarah Melo','59670204','90534554415','F','1989-3-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4490,'Sarah Medeiros','93603630','31407080950','F','1989-9-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4491,'Sarah Cordeiro','36177221','68438588995','F','1989-10-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4492,'Sarah Conceição','98660476','12244423753','F','1976-9-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4493,'Sarah Farias','83851999','61125149288','F','1961-9-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4494,'Sarah Dantas','81982270','60432371484','F','1974-1-31');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4495,'Sarah Cavalcante','61904033','14799220121','F','1983-4-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4496,'Sarah da Rocha','84686611','40008379336','F','1967-6-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4497,'Sarah de Assis','82545312','3228368937','F','1992-4-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4498,'Sarah Braga','30888759','10663303054','F','1966-12-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4499,'Sarah Cruz','12375977','65688764708','F','1991-6-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4500,'Sarah Siqueira','54590770','16032796418','F','1993-9-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4501,'Murilo da Silva','79753866','94408828779','M','1962-10-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4502,'Murilo dos Santos','59376250','30999569066','M','1967-10-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4503,'Murilo Pereira','46328899','90688802278','M','1979-10-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4504,'Murilo Alves','29705847','94198207426','M','1989-7-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4505,'Murilo Ferreira','15711524','44954400668','M','1972-5-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4506,'Murilo de Oliveira','78512624','93858171605','M','1966-10-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4507,'Murilo Silva','24469694','21510229452','M','1966-6-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4508,'Murilo Rodrigues','1236443','87263820654','M','1970-3-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4509,'Murilo de Souza','37102472','75702310586','M','1990-7-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4510,'Murilo Gomes','9134478','82395567694','M','2002-7-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4511,'Murilo Santos','45527356','29183311003','M','1984-6-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4512,'Murilo Oliveira','18788537','17182838724','M','1986-2-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4513,'Murilo Ribeiro','38535814','15529254194','M','1984-3-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4514,'Murilo Martins','46216973','98027594137','M','1982-9-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4515,'Murilo Gonçalves','26825776','22381491144','M','1988-6-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4516,'Murilo Soares','60088346','98764249106','M','1983-7-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4517,'Murilo Barbosa','47628222','95027001477','M','2000-3-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4518,'Murilo Lopes','15899494','65188408550','M','2000-12-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4519,'Murilo Vieira','25045010','51103651910','M','2000-7-23');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4520,'Murilo Souza','29031813','89102777229','M','1987-4-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4521,'Murilo Fernandes','53819696','39488942347','M','1970-8-31');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4522,'Murilo Lima','8836428','35256087458','M','1960-12-7');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4523,'Murilo Costa','53797759','17092434017','M','1992-7-31');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4524,'Murilo Batista','12037635','57856043859','M','1989-10-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4525,'Murilo Dias','56423727','82783261378','M','1966-1-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4526,'Murilo Moreira','50320915','64824817715','M','1969-7-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4527,'Murilo de Lima','71252087','57617426273','M','1996-9-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4528,'Murilo de Sousa','78619180','48807814039','M','2003-1-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4529,'Murilo Nunes','49977366','22961207808','M','1982-5-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4530,'Murilo da Costa','43039853','36780301503','M','2002-5-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4531,'Murilo de Almeida','34828281','52444514199','M','1991-11-29');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4532,'Murilo Mendes','59387766','75096947385','M','1992-2-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4533,'Murilo Carvalho','753696','5483662138','M','1999-5-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4534,'Murilo Araujo','24021537','74033351688','M','1988-4-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4535,'Murilo Cardoso','98777859','24801938648','M','1972-2-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4536,'Murilo Teixeira','14319843','31690539242','M','2000-7-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4537,'Murilo Marques','84376482','73966069460','M','1997-12-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4538,'Murilo do Nascimento','41520701','53286279906','M','1981-10-12');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4539,'Murilo Almeida','79792639','83201985679','M','1988-6-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4540,'Murilo Ramos','75093582','24767784474','M','1974-9-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4541,'Murilo Machado','18558649','24294147041','M','1990-12-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4542,'Murilo Rocha','15355717','95391268472','M','1981-12-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4543,'Murilo Nascimento','47822782','59108657438','M','1969-1-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4544,'Murilo de Araujo','65221176','5518354571','M','2000-8-1');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4545,'Murilo da Conceiçao','35498897','1418923579','M','1972-6-14');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4546,'Murilo Bezerra','42079404','46230299435','M','1964-1-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4547,'Murilo Sousa','68100660','80792924021','M','1975-4-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4548,'Murilo Borges','84494237','54043889125','M','1994-10-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4549,'Murilo Santana','78217981','51746097700','M','1984-8-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4550,'Murilo de Carvalho','80142376','25582904639','M','2001-10-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4551,'Murilo Aparecido','38833045','24446795021','M','1986-4-13');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4552,'Murilo Pinto','96210442','48382557171','M','2000-12-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4553,'Murilo Pinheiro','39586117','64834916579','M','1967-2-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4554,'Murilo Monteiro','38473968','58189463927','M','1967-7-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4555,'Murilo Andrade','81627794','76117077956','M','1998-12-2');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4556,'Murilo Leite','84638810','64730710854','M','1975-2-18');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4557,'Murilo Correa','10396597','32343275409','M','1973-1-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4558,'Murilo Nogueira','91156490','82378899859','M','1968-6-5');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4559,'Murilo Garcia','38034079','82419351705','M','1998-9-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4560,'Murilo de Freitas','3648374','11403475351','M','1963-11-26');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4561,'Murilo Henrique','27743170','71956927881','M','1987-1-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4562,'Murilo Tavares','17167641','58440878461','M','1979-5-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4563,'Murilo Coelho','30294941','5417257568','M','1996-7-21');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4564,'Murilo Pires','57035720','95919747051','M','1964-9-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4565,'Murilo de Paula','34612960','57044972425','M','1993-3-9');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4566,'Murilo Correia','14452765','12788369083','M','1988-9-27');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4567,'Murilo Miranda','59203508','49642537147','M','2004-7-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4568,'Murilo de Jesus','30160475','86270207528','M','1990-1-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4569,'Murilo Duarte','33968557','10804044816','M','1971-2-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4570,'Murilo Freitas','54888753','85138437537','M','1996-6-3');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4571,'Murilo Barros','57429769','85160798661','M','1968-10-30');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4572,'Murilo de Andrade','93915579','75687166468','M','1986-12-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4573,'Murilo Campos','24854395','7726106318','M','2000-2-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4574,'Murilo Sántos','20145744','38315505839','M','1992-10-10');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4575,'Murilo de Melo','43113772','35039696970','M','1964-12-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4576,'Murilo da Cruz','14544954','28426526115','M','1977-9-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4577,'Murilo Reis','9376216','52959503552','M','1975-3-16');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4578,'Murilo Guimaraes','5150638','7545064408','M','1971-11-17');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4579,'Murilo Moraes','64722378','10491182278','M','1999-5-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4580,'Murilo do Carmo','10420135','98976986517','M','2002-11-28');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4581,'Murilo dos Reis','44114819','41159662143','M','1993-9-6');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4582,'Murilo Viana','57539705','77661842116','M','1991-5-24');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4583,'Murilo de Castro','92118243','42859633426','M','1978-8-20');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4584,'Murilo Silveira','66863605','48240600836','M','1992-2-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4585,'Murilo Moura','93708785','1885157876','M','1999-3-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4586,'Murilo Brito','37336142','57681561683','M','1966-5-22');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4587,'Murilo Neves','4024277','36061548113','M','1960-5-15');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4588,'Murilo Carneiro','7184223','75213367705','M','1990-2-11');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4589,'Murilo Melo','44944070','29343415022','M','1962-4-8');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4590,'Murilo Medeiros','53607253','3237307091','M','1982-4-4');
INSERT INTO PESSOAS (SEQUENCIA, NOME, RG, CPF, SEXO, DATANASCIMENTO) VALUES (4591,'Murilo Cordeiro','3054725','71068725746','M','1969-10-28');
